26.224163514 | 26.6875 
31.1308917902 | 26.6875 
37.2952641074 | 26.6875 
42.3017523599 | 26.625 
46.1451459178 | 26.6875 
49.9092748825 | 26.6875 
53.5100843862 | 26.6875 
56.2761390523 | 26.6875 
59.12842058 | 26.6875 
61.5631841006 | 26.6875 
63.9997333411 | 26.6875 
66.1016430841 | 26.6875 
68.1207300539 | 26.6875 
70.3094627107 | 26.6875 
72.4153776774 | 26.6875 
74.1853818282 | 26.625 
74.7755936129 | 26.6875 
76.2094035701 | 26.625 
76.1250446025 | 26.625 
76.4624933834 | 26.6875 
76.7999765988 | 26.6875 
77.0531116143 | 26.625 
77.3062660096 | 26.625 
77.0531116143 | 26.6875 
77.5594397891 | 26.75 
77.2218790576 | 26.625 
77.3062660096 | 26.6875 
77.3062660096 | 26.6875 
77.4750463752 | 26.625 
77.3062660096 | 26.6875 
77.4750463752 | 26.6875 
77.6438353573 | 26.6875 
77.3062660096 | 26.75 
77.5594397891 | 26.6875 
77.8970349894 | 26.75 
76.5468609586 | 26.75 
78.0658455186 | 26.75 
77.6438353573 | 26.8125 
76.6312306862 | 26.8125 
78.0658455186 | 26.8125 
77.0531116143 | 26.875 
77.2218790576 | 26.875 
77.5594397891 | 26.9375 
77.1374942592 | 27.0 
77.3906551154 | 27.0 
77.3062660096 | 27.0625 
77.1374942592 | 27.0625 
77.1374942592 | 27.125 
77.2218790576 | 27.1875 
77.1374942592 | 27.1875 
77.0531116143 | 27.3125 
77.0531116143 | 27.3125 
77.2218790576 | 27.375 
76.6312306862 | 27.4375 
77.3062660096 | 27.4375 
76.9687311227 | 27.5 
76.7156025662 | 27.625 
77.1374942592 | 27.625 
76.5468609586 | 27.75 
77.1374942592 | 27.75 
76.7999765988 | 27.875 
76.6312306862 | 27.9375 
77.3906551154 | 28.0 
76.2937646893 | 28.0625 
76.7999765988 | 28.125 
76.7999765988 | 28.25 
76.4624933834 | 28.3125 
76.2937646893 | 28.3125 
77.2218790576 | 28.4375 
76.8843527843 | 28.5 
76.3781279604 | 28.5625 
75.9563331217 | 28.6875 
77.3906551154 | 28.75 
76.0406877864 | 28.8125 
76.7156025662 | 28.875 
76.7156025662 | 29.0 
76.2937646893 | 29.0625 
76.6312306862 | 29.125 
75.8719806081 | 29.1875 
76.7999765988 | 29.3125 
76.3781279604 | 29.375 
76.3781279604 | 29.4375 
76.4624933834 | 29.5625 
76.2094035701 | 29.625 
76.3781279604 | 29.75 
76.2937646893 | 29.8125 
76.2937646893 | 29.875 
76.2094035701 | 30.0 
76.2937646893 | 30.0625 
76.3781279604 | 30.1875 
75.7032820338 | 30.25 
76.5468609586 | 30.375 
75.8719806081 | 30.375 
76.4624933834 | 30.5 
75.9563331217 | 30.5625 
76.4624933834 | 30.6875 
75.7876302455 | 30.75 
76.2937646893 | 30.8125 
76.5468609586 | 30.9375 
75.2815732319 | 31.0 
76.2094035701 | 31.0625 
76.2937646893 | 31.1875 
75.7032820338 | 31.1875 
76.3781279604 | 31.3125 
75.5345920622 | 31.375 
76.3781279604 | 31.5 
75.7876302455 | 31.5625 
75.7032820338 | 31.625 
76.5468609586 | 31.6875 
75.2815732319 | 31.8125 
75.8719806081 | 31.875 
75.8719806081 | 32.0 
75.6189359727 | 32.0625 
76.2094035701 | 32.125 
75.2815732319 | 32.1875 
76.1250446025 | 32.25 
75.6189359727 | 32.3125 
75.7032820338 | 32.375 
76.1250446025 | 32.5 
75.5345920622 | 32.5625 
75.4502503019 | 32.625 
76.2094035701 | 32.6875 
75.3659106919 | 32.8125 
75.7876302455 | 32.8125 
75.6189359727 | 32.9375 
75.6189359727 | 33.0 
75.6189359727 | 33.0625 
75.7032820338 | 33.125 
75.6189359727 | 33.25 
75.6189359727 | 33.3125 
75.6189359727 | 33.375 
75.6189359727 | 33.4375 
75.6189359727 | 33.5 
75.6189359727 | 33.5625 
75.5345920622 | 33.625 
75.5345920622 | 33.6875 
75.5345920622 | 33.75 
75.9563331217 | 33.8125 
75.6189359727 | 33.9375 
75.3659106919 | 33.9375 
75.6189359727 | 34.0 
75.6189359727 | 34.0625 
