112.921034434 | 91.25 
 112.533999839 | 91.25 
 111.336083096 | 91.0 
 110.641751507 | 91.0 
 109.961880101 | 91.0 
 108.818590816 | 90.75 
 108.417283667 | 91.25 
 107.760166419 | 90.5 
 107.127530486 | 90.25 
 106.654679469 | 90.5 
 106.207784932 | 90.75 
 105.889347767 | 90.5 
 105.481896349 | 91.0 
 105.175310957 | 91.5 
 105.039925485 | 90.0 
 104.738531018 | 90.75 
 104.500112989 | 90.0 
 104.591448733 | 89.75 
 104.242661581 | 89.5 
 104.355551535 | 90.75 
 104.076294359 | 89.75 
 103.873962001 | 89.25 
 104.071403226 | 89.75 
 103.980017609 | 89.75 
 103.720805222 | 89.5 
 104.048749653 | 89.25 
 103.867526699 | 89.75 
 103.691654762 | 89.25 
 103.983750211 | 88.75 
 103.836701773 | 88.75 
 103.677690948 | 88.5 
 103.932845608 | 88.75 
 103.903049727 | 88.5 
 103.663341098 | 87.0 
 103.897322256 | 88.25 
 103.972552418 | 88.5 
 103.735863176 | 88.5 
 104.065611104 | 88.0 
 104.073655721 | 87.75 
 103.826405412 | 88.0 
 104.148117625 | 87.75 
 104.221551462 | 87.0 
 103.974032584 | 86.75 
 104.09824019 | 87.0 
 104.398159814 | 87.0 
 104.077452786 | 87.5 
 104.244785472 | 87.75 
 104.557849242 | 87.0 
 104.306829453 | 86.5 
 104.424935089 | 86.5 
 104.669462673 | 87.0 
 104.492710979 | 86.0 
 104.485566446 | 85.75 
 104.798588833 | 86.75 
 104.662703966 | 86.5 
 104.625820983 | 86.25 
 104.936732419 | 86.0 
 104.73145032 | 86.25 
 104.787967596 | 86.0 
 105.104044584 | 85.75 
 104.943041072 | 86.0 
 104.992931359 | 85.75 
 105.24599946 | 86.0 
 105.104495224 | 85.75 
 105.122199014 | 85.5 
 105.407661682 | 85.5 
 105.374311355 | 85.75 
 105.265957328 | 85.75 
 105.588132751 | 85.75 
 105.458009729 | 85.0 
 105.416610959 | 85.75 
 105.710469843 | 85.25 
 105.681881187 | 85.5 
 105.579633712 | 85.25 
 105.910661807 | 85.0 
 105.861079512 | 85.25 
 105.752966954 | 85.25 
 106.05059095 | 85.0 
 106.096247909 | 84.75 
 105.872670111 | 84.75 
 106.173846879 | 85.0 
 106.209588102 | 85.0 
 106.076349382 | 84.5 
 106.328663924 | 84.75 
 106.478207131 | 85.5 
 106.278302502 | 84.5 
 106.536493476 | 85.0 
 106.608757102 | 84.75 
 106.405753174 | 85.0 
 106.725528701 | 85.0 
 106.784656779 | 85.25 
 106.634584329 | 85.25 
 106.78929432 | 85.0 
 107.000051739 | 85.25 
 106.769713634 | 85.0 
 106.954124533 | 84.75 
 107.091006255 | 84.75 
 106.997926062 | 85.0 
 107.093260825 | 84.75 
 107.259910078 | 85.0 
 107.140993665 | 85.0 
 107.260103337 | 85.25 
 107.448600503 | 84.75 
 107.328775348 | 85.0 
 107.382889392 | 84.75 
 107.571780177 | 85.0 
 107.536990469 | 85.25 
 107.498722218 | 85.0 
 107.768542255 | 85.0 
 107.713455414 | 224.0 
 107.648061126 | 85.0 
 107.887223722 | 85.0 
 107.861322188 | 85.0 
 107.760552995 | 85.0 
 108.061323425 | 85.0 
 108.010999799 | 85.0 
 107.947017099 | 85.5 
 108.176600303 | 84.75 
 108.200442311 | 84.5 
 108.08123401 | 85.0 
 108.28749933 | 84.75 
 108.343111353 | 85.0 
 108.251735433 | 85.0 
 108.500157588 | 84.75 
 108.492746538 | 85.0 
 108.334540725 | 85.0 
 108.569435609 | 85.25 
 108.668876296 | 84.75 
 108.526064174 | 84.75 
 108.663913857 | 85.5 
 108.793519763 | 84.75 
 108.682539154 | 85.0 
 108.7857858 | 85.25 
 108.95219892 | 85.25 
 108.825938153 | 85.25 
 108.983007543 | 85.25 
 109.100701732 | 84.75 
 108.920617159 | 85.0 
 109.126226331 | 85.0 
 109.218722442 | 85.5 
 109.144725345 | 85.5 
