35.8598832628 | 100 ;
39.9287644824 | 33.1337990142 ;
45.8845128293 | 0 ;
45.7276464714 | 74.1811726091 ;
48.2383934578 | 0 ;
51.2223623387 | 0 ;
49.0233895566 | 86.2355972541 ;
51.3794873475 | 0 ;
54.0517469058 | 0 ;
52.0080614817 | 35.6910032774 ;
52.4795699155 | 0 ;
52.9511450949 | 0 ;
50.9081345434 | 51.2188337408 ;
52.7939459505 | 0 ;
53.4227870483 | 0 ;
52.4795699155 | 0 ;
51.6937595928 | 0.159941759765 ;
51.0652447377 | 4.70901384761 ;
50.9081345434 | 0 ;
48.8663755547 | 80.1231990859 ;
52.1652235452 | 0 ;
55.7819994186 | 0 ;
54.5235447755 | 0 ;
53.2655656428 | 0 ;
52.0080614817 | 6.80860612333 ;
51.2223623387 | 4.25658837452 ;
50.5939363708 | 8.8756921844 ;
51.2223623387 | 0 ;
49.8085704841 | 44.0625171625 ;
51.3794873475 | 0 ;
53.1083516587 | 0 ;
51.3794873475 | 29.0708389564 ;
52.1652235452 | 0 ;
52.1652235452 | 0 ;
51.6937595928 | 0 ;
50.9081345434 | 6.80410197993 ;
49.8085704841 | 32.7444475938 ;
51.2223623387 | 0 ;
52.1652235452 | 0 ;
51.5366197652 | 0 ;
49.4944759253 | 65.0704571577 ;
52.4795699155 | 0 ;
54.2090054343 | 0 ;
53.1083516587 | 0 ;
52.0080614817 | 0 ;
50.9081345434 | 13.6921023831 ;
50.4368483904 | 1.83664386056 ;
50.2797678126 | 0 ;
50.1226946363 | 0 ;
49.0233895566 | 41.9652163677 ;
51.0652447377 | 0 ;
51.6937595928 | 0 ;
50.2797678126 | 32.1043277213 ;
50.5939363708 | 0 ;
51.6937595928 | 0 ;
50.9081345434 | 3.34845025922 ;
50.4368483904 | 0.92204840366 ;
49.9656288605 | 7.99349833009 ;
49.0233895566 | 36.4041726751 ;
50.4368483904 | 0 ;
51.5366197652 | 0 ;
50.1226946363 | 33.7507468108 ;
51.2223623387 | 0 ;
52.0080614817 | 0 ;
50.4368483904 | 33.2069885397 ;
51.0652447377 | 0 ;
52.1652235452 | 0 ;
50.7510317548 | 23.186374041 ;
52.0080614817 | 0 ;
52.7939459505 | 0 ;
50.5939363708 | 48.3079469096 ;
51.3794873475 | 0 ;
53.4227870483 | 0 ;
51.5366197652 | 23.8015929714 ;
51.5366197652 | 0 ;
51.8509068312 | 0 ;
51.3794873475 | 0 ;
50.4368483904 | 11.2117344633 ;
50.5939363708 | 0 ;
50.2797678126 | 0 ;
49.651519506 | 13.4811646609 ;
48.8663755547 | 30.1352369382 ;
51.2223623387 | 0 ;
51.6937595928 | 0 ;
50.4368483904 | 20.2282163874 ;
50.2797678126 | 0 ;
50.2797678126 | 0 ;
49.8085704841 | 6.02575284849 ;
49.3374397409 | 13.1901004764 ;
49.651519506 | 0 ;
49.4944759253 | 1.54004352066 ;
49.1804109517 | 11.0845982689 ;
49.651519506 | 0 ;
48.709368945 | 37.2386627238 ;
49.651519506 | 0 ;
50.7510317548 | 0 ;
50.2797678126 | 0 ;
48.709368945 | 56.177358719 ;
51.5366197652 | 0 ;
52.4795699155 | 0 ;
51.2223623387 | 8.30093628659 ;
51.5366197652 | 0 ;
50.1226946363 | 29.2485812254 ;
50.7510317548 | 0 ;
51.3794873475 | 0 ;
50.1226946363 | 24.1966266336 ;
50.4368483904 | 0 ;
50.9081345434 | 0 ;
50.2797678126 | 2.74403696512 ;
49.0233895566 | 40.5765481276 ;
51.2223623387 | 0 ;
51.8509068312 | 0 ;
51.0652447377 | 0 ;
49.651519506 | 35.3065031456 ;
51.0652447377 | 0 ;
51.8509068312 | 0 ;
50.9081345434 | 1.75504635074 ;
50.2797678126 | 1.70641543085 ;
48.8663755547 | 46.6281087791 ;
51.2223623387 | 0 ;
51.5366197652 | 0 ;
51.5366197652 | 0 ;
50.4368483904 | 12.9525222117 ;
50.4368483904 | 0 ;
49.651519506 | 15.2859255813 ;
50.5939363708 | 0 ;
50.1226946363 | 0 ;
47.9244467411 | 83.7834257165 ;
52.3223930228 | 0 ;
56.7261527791 | 0 ;
55.6246665653 | 0 ;
53.4227870483 | 0 ;
52.4795699155 | 0 ;
50.7510317548 | 24.0943683132 ;
51.6937595928 | 0 ;
52.3223930228 | 0 ;
51.6937595928 | 0 ;
50.4368483904 | 13.7362959403 ;
50.4368483904 | 0 ;
50.5939363708 | 0 ;
49.9656288605 | 1.79701608259 ;
49.9656288605 | 0 ;
49.3374397409 | 11.3208408654 ;
48.3953778975 | 35.1086435458 ;
50.7510317548 | 0 ;
50.7510317548 | 0 ;
50.1226946363 | 0 ;
49.651519506 | 1.94847637746 ;
48.5523697263 | 37.492107096 ;
50.1226946363 | 0 ;
51.8509068312 | 0 ;
49.3374397409 | 67.9489200138 ;
52.3223930228 | 0 ;
54.5235447755 | 0 ;
52.6367542244 | 0 ;
52.3223930228 | 0 ;
51.3794873475 | 0 ;
50.2797678126 | 9.38192124542 ;
50.4368483904 | 0 ;
49.4944759253 | 16.4511888136 ;
50.4368483904 | 0 ;
50.4368483904 | 0 ;
49.9656288605 | 0 ;
49.3374397409 | 9.35471640723 ;
48.8663755547 | 11.876974865 ;
49.651519506 | 0 ;
48.709368945 | 28.6105319869 ;
50.5939363708 | 0 ;
49.9656288605 | 0.267406948685 ;
49.4944759253 | 2.69589233489 ;
49.0233895566 | 9.9066824369 ;
48.709368945 | 10.0986135561 ;
49.4944759253 | 0 ;
49.4944759253 | 0 ;
49.0233895566 | 10.3984258841 ;
48.3953778975 | 24.7670527979 ;
49.4944759253 | 0 ;
50.2797678126 | 0 ;
49.0233895566 | 34.3782308243 ;
49.9656288605 | 0 ;
51.2223623387 | 0 ;
50.2797678126 | 5.8988812355 ;
48.8663755547 | 41.3937407248 ;
49.8085704841 | 0 ;
52.1652235452 | 0 ;
51.0652447377 | 0 ;
49.4944759253 | 36.3135045969 ;
51.2223623387 | 0 ;
52.9511450949 | 0 ;
51.6937595928 | 0 ;
50.4368483904 | 11.8165720079 ;
50.1226946363 | 0 ;
50.5939363708 | 0 ;
48.5523697263 | 63.7330651224 ;
51.2223623387 | 0 ;
53.8944958041 | 0 ;
52.6367542244 | 0 ;
51.3794873475 | 0 ;
49.9656288605 | 22.3381240981 ;
51.0652447377 | 0 ;
51.3794873475 | 0 ;
50.2797678126 | 7.79319626897 ;
49.651519506 | 3.12505609307 ;
50.1226946363 | 0 ;
49.3374397409 | 12.627430077 ;
50.4368483904 | 0 ;
48.709368945 | 50.4432959152 ;
51.3794873475 | 0 ;
52.4795699155 | 0 ;
51.3794873475 | 0 ;
49.3374397409 | 49.77288116 ;
51.5366197652 | 0 ;
53.2655656428 | 0 ;
51.6937595928 | 0 ;
51.0652447377 | 0 ;
50.7510317548 | 0 ;
49.651519506 | 15.5910627996 ;
50.5939363708 | 0 ;
50.2797678126 | 0 ;
48.8663755547 | 36.8236103814 ;
50.1226946363 | 0 ;
51.3794873475 | 0 ;
49.8085704841 | 27.2198117352 ;
49.8085704841 | 0 ;
50.9081345434 | 0 ;
50.2797678126 | 0 ;
49.8085704841 | 0 ;
48.081416406 | 57.9812703881 ;
50.7510317548 | 0 ;
52.7939459505 | 0 ;
51.0652447377 | 12.5787260872 ;
50.9081345434 | 0 ;
51.8509068312 | 0 ;
50.7510317548 | 0 ;
49.651519506 | 14.4346967474 ;
49.8085704841 | 0 ;
50.2797678126 | 0 ;
49.3374397409 | 14.5165012052 ;
50.2797678126 | 0 ;
49.4944759253 | 7.48373634656 ;
48.5523697263 | 26.5369032236 ;
49.651519506 | 0 ;
50.2797678126 | 0 ;
49.9656288605 | 0 ;
48.8663755547 | 26.7267352415 ;
49.9656288605 | 0 ;
49.8085704841 | 0 ;
49.3374397409 | 0.95034970772 ;
49.0233895566 | 1.09517727173 ;
48.5523697263 | 13.0867086473 ;
48.709368945 | 0 ;
48.3953778975 | 11.1650105689 ;
48.3953778975 | 1.98597245928 ;
48.081416406 | 16.4020271159 ;
48.8663755547 | 0 ;
49.0233895566 | 0 ;
47.9244467411 | 42.9338800315 ;
49.8085704841 | 0 ;
50.2797678126 | 0 ;
49.3374397409 | 17.1266760149 ;
49.9656288605 | 0 ;
50.4368483904 | 0 ;
49.0233895566 | 36.0574716213 ;
50.4368483904 | 0 ;
51.0652447377 | 0 ;
49.3374397409 | 40.6511738164 ;
50.1226946363 | 0 ;
